[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] HEAD   /                         --> github.com/ollama/ollama/server.(*Server).GenerateRoutes.func1 (5 handlers)
[GIN-debug] GET    /                         --> github.com/ollama/ollama/server.(*Server).GenerateRoutes.func2 (5 handlers)
[GIN-debug] HEAD   /api/version              --> github.com/ollama/ollama/server.(*Server).GenerateRoutes.func3 (5 handlers)
[GIN-debug] GET    /api/version              --> github.com/ollama/ollama/server.(*Server).GenerateRoutes.func4 (5 handlers)
[GIN-debug] POST   /api/pull                 --> github.com/ollama/ollama/server.(*Server).PullHandler-fm (5 handlers)
[GIN-debug] POST   /api/push                 --> github.com/ollama/ollama/server.(*Server).PushHandler-fm (5 handlers)
[GIN-debug] HEAD   /api/tags                 --> github.com/ollama/ollama/server.(*Server).ListHandler-fm (5 handlers)
[GIN-debug] GET    /api/tags                 --> github.com/ollama/ollama/server.(*Server).ListHandler-fm (5 handlers)
[GIN-debug] POST   /api/show                 --> github.com/ollama/ollama/server.(*Server).ShowHandler-fm (5 handlers)
[GIN-debug] DELETE /api/delete               --> github.com/ollama/ollama/server.(*Server).DeleteHandler-fm (5 handlers)
[GIN-debug] POST   /api/create               --> github.com/ollama/ollama/server.(*Server).CreateHandler-fm (5 handlers)
[GIN-debug] POST   /api/blobs/:digest        --> github.com/ollama/ollama/server.(*Server).CreateBlobHandler-fm (5 handlers)
[GIN-debug] HEAD   /api/blobs/:digest        --> github.com/ollama/ollama/server.(*Server).HeadBlobHandler-fm (5 handlers)
[GIN-debug] POST   /api/copy                 --> github.com/ollama/ollama/server.(*Server).CopyHandler-fm (5 handlers)
[GIN-debug] GET    /api/ps                   --> github.com/ollama/ollama/server.(*Server).PsHandler-fm (5 handlers)
[GIN-debug] POST   /api/generate             --> github.com/ollama/ollama/server.(*Server).GenerateHandler-fm (5 handlers)
[GIN-debug] POST   /api/chat                 --> github.com/ollama/ollama/server.(*Server).ChatHandler-fm (5 handlers)
[GIN-debug] POST   /api/embed                --> github.com/ollama/ollama/server.(*Server).EmbedHandler-fm (5 handlers)
[GIN-debug] POST   /api/embeddings           --> github.com/ollama/ollama/server.(*Server).EmbeddingsHandler-fm (5 handlers)
[GIN-debug] POST   /v1/chat/completions      --> github.com/ollama/ollama/server.(*Server).ChatHandler-fm (6 handlers)
[GIN-debug] POST   /v1/completions           --> github.com/ollama/ollama/server.(*Server).GenerateHandler-fm (6 handlers)
[GIN-debug] POST   /v1/embeddings            --> github.com/ollama/ollama/server.(*Server).EmbedHandler-fm (6 handlers)
[GIN-debug] GET    /v1/models                --> github.com/ollama/ollama/server.(*Server).ListHandler-fm (6 handlers)
[GIN-debug] GET    /v1/models/:model         --> github.com/ollama/ollama/server.(*Server).ShowHandler-fm (6 handlers)
Job started: Sat Jun 13 14:28:18 CEST 2026
Running 1T1A experiment...

======================================================================
  GPTSwarm experiment  —  1T1A  (1 truthful + 1 adversarial agents)
======================================================================

Loading MMLU...
Train: 100  Test: 100

=== [1/5] Baseline: Single IO Agent (1T1A) ===
[GIN] 2026/06/13 - 14:28:57 | 200 | 19.010106329s |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:28:57 | 200 |  213.917264ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:28:57 | 200 |  163.144418ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:28:57 | 200 |   150.39845ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:28:57 | 200 |   98.054069ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:01 | 200 |  3.331458294s |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:02 | 200 |  1.194299395s |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:02 | 200 |   84.025533ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:02 | 200 |  156.848248ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:02 | 200 |  154.825441ms |       127.0.0.1 | POST     "/api/chat"
  [IO] 10/100  acc=0.500
[GIN] 2026/06/13 - 14:29:02 | 200 |   99.889589ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:05 | 200 |   2.30390184s |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:05 | 200 |  150.133347ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:05 | 200 |  152.722638ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:05 | 200 |   82.720964ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:05 | 200 |   87.311617ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:05 | 200 |  193.150897ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:05 | 200 |  103.684383ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:06 | 200 |  168.161723ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:10 | 200 |  4.590597915s |       127.0.0.1 | POST     "/api/chat"
  [IO] 20/100  acc=0.550
[GIN] 2026/06/13 - 14:29:10 | 200 |    96.46741ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:10 | 200 |  149.196739ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:11 | 200 |   91.557737ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:12 | 200 |  1.530654343s |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:16 | 200 |  4.085833594s |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:16 | 200 |  161.388232ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:16 | 200 |   86.505594ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:16 | 200 |   90.216087ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:17 | 200 |   77.077592ms |       127.0.0.1 | POST     "/api/chat"
[GIN] 2026/06/13 - 14:29:19 | 200 |  2.216739135s |       127.0.0.1 | POST     "/api/chat"
  [IO] 30/100  acc=0.533
